name,perfume_url,brand,type,year,gender,family,image_url,concentration,facettes,date_creation,parfumeurs,description_title,description_text,notes_tete,notes_coeur,notes_fond
Joy Forever,https://www.olfastory.com/parfum/joy-forever,Jean Patou,Eau de parfum,2013,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/joy-forever.jpg?itok=xOhaSVri,Eau de parfum,Verte,2013,Thomas Fontaine,"Joy Forever, l’éternelle beauté","Joy Forever, l’éternelle beautéJean Patou est l’une des maisons de couture les plus connues, mais aussi les plus anciennes puisque sa création date de 1914.",Fleur d'Oranger;Pêche;Mandarine;Bergamote;Galbanum,Rose;Jasmin;Iris,Cèdre;Santal;Muscs blancs;Ambre
Lumière,https://www.olfastory.com/parfum/lumiere,Rochas,Eau de toilette,1984,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/rochas-lumiere_0.jpg?itok=fU09LKds,Eau de toilette,Epicée;Fruitée;Verte,1984,Michel Almairac;Nicolas Mamounas,Inconnu,"En matière de parfumerie et de raffinement, la France se dote d'un patrimoine inestimable. D'ailleurs, le public asiatique en particulier est très friand de nos enseignes plus que centenaires. Aussi, c'est précisément un retour vers ce passé prestigieux que nous offre cette fois la maison Rochas.",Bergamote;Note verte;Abricot,Rose;Muguet;Chèvrefeuille,Vanille;Muscs blancs
AN'NA,https://www.olfastory.com/parfum/anna,Annayaké,Eau de parfum,2011,Femme,Chyprée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/an-na-annayake.jpg?itok=AQmzm2jz,Eau de parfum,Ambrée;Fruitée,2011,Henri Bergia,Inconnu,"Si vous êtes à la recherche d'un parfum follement féminin, alors il se pourrait bien que celui-ci soit fait pour vous ! An’na est un condensé de féminité à l'état pur. À la fois fleuri et fruité, il est une sorte d’énorme bouquet délicieux reposant sur un fond chaleureux.",Mandarine;Bergamote;Baies roses,Rose;Jasmin;Coriandre;Tubéreuse;Freesia,Patchouli;Ambre
Sa Majesté La Rose,https://www.olfastory.com/parfum/sa-majeste-la-rose,Serge Lutens,Eau de parfum,2000,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/sa-majeste-la-rose.jpg?itok=vY-mx4C1,Eau de parfum,Verte,2000,Christopher Sheldrake,Sa Majesté la Rose : Un parfum et une rose aux multiples visages de femmes...,"Sa Majesté la Rose : Un parfum et une rose aux multiples visages de femmes...Après avoir nous offert une rose dans une Rose de Nuit douce comme une « peau de pêche » en 1993, Lutens remet à l’honneur la précieuse fleur acclamée des plus grands grâce à Sa Majesté la Rose en 2000.",Camomille romaine,Rose,Muscs blancs;Bois de gaiac;Girofle;Miel
Beauty,https://www.olfastory.com/parfum/beauty,Calvin Klein,Eau de toilette,2010,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/calvin-klein-beauty.jpg?itok=f4IgmTqf,Eau de toilette,Musquée,2010,Carlos Benaïm;Sophie Labbé,"Beauty, une ode à la féminité","Beauty, une ode à la féminitéCalvin Klein, de son véritable nom Richer Klein, est le fils d’émigrés hongrois juifs. Il grandit dans le Bronx, dans un monde qui se reconstruit, celui de l’après-guerre.",Jasmin,Lys,Ambrette;Cèdre
Cartier de Lune,https://www.olfastory.com/parfum/cartier-de-lune,Cartier,Eau de toilette,2011,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/cartier-de-lune.jpg?itok=gnS122hB,Eau de toilette,Verte,2011,Mathilde Laurent,"Cartier de Lune, pour une douce nuit romantique","Cartier de Lune, pour une douce nuit romantiqueLa maison Cartier est connue dans le monde entier. Ses bijoux et ses parfums sont synonymes de luxe et de raffinement.",Baies roses;Genièvre,Rose;Hédione;Muguet;Pivoine;Cyclamen;Chèvrefeuille,Iso E Super;Muscs blancs
Loulou,https://www.olfastory.com/parfum/loulou,Cacharel,Eau de parfum,1987,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/loulou-cacharel.jpg?itok=QAkqnXKR,Eau de parfum,Poudrée,1987,Jean Guichard,"Loulou... Oui, c’est moi...","Loulou... Oui, c’est moi...Si la marque Cacharel a toujours représenté le glamour, la douceur et la volupté, elle a su le montrer dans chacune de ses collections de prêt-à-porter. À l’instar de ces dernières, les parfums Cacharel se veulent romantique, mais aussi plein d’amour et de passion.",Prune;Cassis;Anis;Tagète,Fleur d'Oranger;Jasmin;Ylang-Ylang;Tubéreuse;Tiaré,Benjoin;Vanille;Santal;Iris;Fève tonka;Héliotrope
Più Bellodgia,https://www.olfastory.com/parfum/piu-bellodgia,Caron,Eau de parfum,2013,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/piu-bellodgia.jpg?itok=egzLc8YH,Eau de parfum,Epicée;Poudrée,2013,Richard Fraysse,"Più Bellodgia, tout le charme d’une petite ville italienne","Più Bellodgia, tout le charme d’une petite ville italienneEn 1902, Ernest Daltroff achète une parfumerie-mercerie avec son frère Raoul, la maison Émilia.",Note verte,Cannelle;Rose;Jasmin;Girofle;Oeillet;Muguet,Vanille;Muscs blancs;Santal;Cèdre
Hugo XX,https://www.olfastory.com/parfum/hugo-xx,Hugo Boss,Eau de toilette,2007,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/hugo-xx.jpg?itok=xOvjc9s0,Eau de toilette,Fruitée;Poudrée,2007,Daphné Bugey,Inconnu,"Le système XY ou XX permet de déterminer le sexe d'un individu en se reposant sur ses chromosomes. Ainsi, les femmes ont des chromosomes de type identique, XX, tandis que les hommes ont de chromosomes distincts, XY.",Litchi;Raisin;Mandarine,Jasmin;Rose,Santal;Ambre;Muscs blancs
Clair de Musc,https://www.olfastory.com/parfum/clair-de-musc,Serge Lutens,Eau de parfum,2003,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/clair-de-musc.jpg?itok=lnwOmkk-,Eau de parfum,Musquée,2003,Christopher Sheldrake,Clair de Musc : Une nuit en clair-obscur par Serge Lutens,"Clair de Musc : Une nuit en clair-obscur par Serge LutensAprès avoir visité les muscs bruts et sauvages dans Musc Koubaï Khän en 1998, Lutens nous propose une nouvelle interprétation de cette animalité en 2003 avec Clair de Musc.",Néroli;Bergamote,Rose,Muscs blancs;Santal;Iris
Deep Red,https://www.olfastory.com/parfum/deep-red,Hugo Boss,Eau de parfum,2001,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/hugo-deep-red.jpg?itok=-04kEeek,Eau de parfum,Ambrée;Fruitée;Poudrée,2001,Béatrice Piquet;Alain Astori,Inconnu,"Il est bien loin le temps où les femmes vivent leur vie en retrait en attendant que leur mari leur dicte leur ligne de conduite ! Désormais, les femmes ont le pouvoir.",Orange;Ambrette,Pomme;Fleur d'Oranger;Pêche;Jasmin;Ylang-Ylang;Tubéreuse;Freesia,Vanille;Muscs blancs;Cèdre;Héliotrope;Mimosa
Nocturnes,https://www.olfastory.com/parfum/nocturnes,Caron,Eau de parfum,1981,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/nocturnes-caron.jpg?itok=rHIREOjl,Eau de parfum,Aldéhydée,1981,Roger Pellegrino,"Nocturnes, une partition très particulière","Nocturnes, une partition très particulièreLa maison Caron a été fondée par Ernest Daltroff en 1902. À cette époque, ce n’était qu’une parfumerie-mercerie du nom de « maison Émilia ». Dès le début, la maison Caron se spécialise dans les parfums.",Aldéhydes;Néroli;Orange,Rose;Jasmin;Ylang-Ylang;Tubéreuse,Vétiver;Muscs blancs;Santal
Fleur de Rocaille,https://www.olfastory.com/parfum/fleur-de-rocaille,Caron,Eau de toilette,1933,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/fleur-de-rocaille.jpg?itok=Fg3redZG,Eau de toilette,Fruitée;Verte,1933,André Fraysse,"Fleur de Rocaille, le plus beau des bouquets floraux","Fleur de Rocaille, le plus beau des bouquets florauxEn 1902, Ernest Daltroff achète une parfumerie-mercerie, la maison Émilia. Rebaptisée, Caron du nom de l’ancienne propriétaire, la marque se consacre uniquement à l’élaboration de parfums.",Aldéhydes;Muguet;Gardénia;Basilic,Rose;Jasmin;Ylang-Ylang;Mimosa,Santal;Iris;Violette;Cèdre
Stay Positive,https://www.olfastory.com/parfum/stay-positive,Benetton,Eau de toilette,2014,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/stay-positive.jpg?itok=Dlh0ClTC,Eau de toilette,Fruitée,2014,Inconnu,Inconnu,"Bien plus qu'un simple parfum, l'Eau de Toilette de la marque Benetton est un véritable concentré de joie de vivre. D'ailleurs, son message est on ne peut plus clair et s'affiche telle une exclamation : Stay Positive !",Bergamote,Fleur d'Oranger;Néroli,Muscs blancs;Santal;Cèdre
Balenciaga Paris,https://www.olfastory.com/parfum/balenciaga-paris,Balenciaga,Eau de parfum,2010,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/balenciaga-paris.jpg?itok=nldYlXrZ,Eau de parfum,Poudrée;Verte,2010,Olivier Polge,Inconnu,"Balenciaga est une enseigne de prestige qui est née des mains de Cristobal Balenciaga, un Espagnol reconnu pour son savoir-faire inégalé et surnommé dans le milieu de la couture par « le maître » ou encore « le couturier des couturiers ».",Bergamote,Poivre noir;Feuille de violette;Muguet;Galbanum,Muscs blancs;Violette;Evernyl
Escale à Parati,https://www.olfastory.com/parfum/escale-parati,Christian Dior,Eau de toilette,2012,Femme,Hespéridée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/escale-a-parati.jpg?itok=Pp3-LICz,Eau de toilette,Musquée;Poudrée,2012,François Demachy,Escale à Parati : Le Brésil a l’honneur dans la fragrance Dior,Escale à Parati : Le Brésil a l’honneur dans la fragrance DiorLa collection croisière « Les Escales » de Dior nous propose depuis 2008 de voyager en des lieux paradisiaques… En 2012 nous préparons nos valises pour partir au Brésil grâce à « Escale à Parati ».,Menthe;Citron;Petitgrain;Bigarade,Cannelle;Groseille,Bois ambrés;Fève tonka
Emporio Elle,https://www.olfastory.com/parfum/emporio-elle,Armani,Eau de parfum,1998,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/emporio-elle.jpg?itok=38-0A8vV,Eau de parfum,Gourmande;Poudrée,1998,Daniela Andrier,Inconnu,"Armani est une marque italienne créée en 1975, à Milan. Celle-ci fut alors très vite remarquée pour la qualité de ses matériaux ainsi que pour l'élégance de ses coupes. Aussi, dans la continuité de ces créations, l'enseigne élabora une seconde ligne de vêtements nommée Emporio Armani, en 1981.",Angélique,Jasmin,Vanille;Muscs blancs;Héliotrope
Diamonds,https://www.olfastory.com/parfum/diamonds,Armani,Eau de parfum,2007,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/armani-diamonds-femme.jpg?itok=MA_iN_Ff,Eau de parfum,Fruitée,2007,Louise Turner,Inconnu,"Armani est une maison de mode italienne dont le créateur est d'origine arménienne. Son style s'illustre aujourd'hui dans de nombreux univers, qu'il s'agisse de la mode masculine ou féminine ou de la création de parfums.",Litchi;Framboise,Patchouli;Freesia;Muguet;Cèdre;Rose,Ambre;Vanille;Vétiver
Turquoise Summer,https://www.olfastory.com/parfum/turquoise-summer,Escada,Eau de toilette,2015,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/turquoise-summer.jpg?itok=Xy_KlNEF,Eau de toilette,Fruitée;Gourmande,2015,Frank Voelkl,"Turquoise Summer, un été en toute liberté","Turquoise Summer, un été en toute libertéLa marque Escada est considérée comme une jeune marque de luxe et de mode. C’est Margaretha et Wolfgang Ley qui fondent Escada en 1976. Le nom « Escada » a été choisi car c’était le nom du cheval sur lequel le couple avait parié pendant sa lune de miel… Leur style particulier se remarque à leur combinaison inhabituelle de couleurs et de motifs.",Violette;Orange;Note verte;Citron;Rhubarbe,Rose;Pêche;Cassis;Melon;Ananas;Framboise;Fraise,Vanille;Muscs blancs;Santal;Caramel;Lait chaud
Very Irresistible,https://www.olfastory.com/parfum/very-irresistible,Givenchy,Eau de toilette,2003,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/very-irresistible.jpg?itok=KyTT7DeG,Eau de toilette,Fruitée,2003,Dominique Ropion;Carlos Benaïm;Sophie Labbé,Inconnu,"Actuellement, tous les regards sont tournés vers le petit nouveau de la maison Givenchy : Live Irresistible. Il faut dire qu'avec une égérie aussi pétillante que la belle Amanda Seyfried, celui-ci ne pouvait que remporter un franc succès. Néanmoins, n'oublions pas que son histoire a été initiée quelques années plus tôt, en 2003.",Verveine;Anis,Rose;Pêche;Muguet,Muscs blancs
Rose Pompon,https://www.olfastory.com/parfum/rose-pompon,Annick Goutal,Eau de toilette,2016,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/rose-pompon.jpg?itok=DANyABSF,Eau de toilette,Fruitée;Musquée,2016,Camille Goutal;Philippine Courtière,Inconnu,"La maison Annick Goutal est l'œuvre d'une femme fascinante et visionnaire, au parcours atypique. Cette dernière fut tout d'abord pianiste puis mannequin avant de se découvrir un véritable don olfactif. Cette artiste dans l’âme fit de cette nouvelle passion une véritable vocation.",Bergamote,Rose;Pivoine;Framboise,Muscs blancs;Cèdre
Promenade des Anglais,https://www.olfastory.com/parfum/promenade-des-anglais,Guerlain,Eau de parfum,2016,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/promenade-des-anglais-guerlain.jpg?itok=9kf_VWpF,Eau de parfum,Fruitée;Poudrée;Verte,2016,Thierry Wasser,Inconnu,"Guerlain est une entreprise synonyme d'excellence et de savoir-faire inégalé. Aussi, comme pour rendre hommage à son expertise de parfumeur, l'enseigne a élaboré une collection nommée Les Exclusifs. Celle-ci regroupe des parfums d'exception qui se destinent aux amoureux des belles choses.",Inconnu,Rose;Feuille de violette;Muguet;Figue;Bourgeon de cassis,Muscs blancs;Violette;Héliotrope;Mimosa
Rosa Nobile,https://www.olfastory.com/parfum/rosa-nobile,Acqua Di Parma,Eau de parfum,2014,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/rosa-nobile.jpg?itok=WLLuxLpL,Eau de parfum,Inconnu,2014,François Demachy,Inconnu,"En 2014, la maison Acqua Di Parma nous présentait un parfum unisexe mais floral nommé Rosa Nobile. Comme le suggère son nom, il s'agissait d'un hommage à la rose. En effet, celle-ci est considérée comme étant la reine des fleurs. Il s'agit d'une plante chargée d'élégance et de romantisme que l'on associe depuis des millénaires à la parfumerie.",Mandarine;Bergamote;Baies roses,Rose;Violette;Muguet;Pivoine,Muscs blancs;Cèdre;Ambre gris
Equinox Bloom,https://www.olfastory.com/parfum/equinox-bloom,Penhaligon's,Eau de parfum,2016,Femme,,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/equinox-bloom.jpg?itok=Nz1eD40C,Eau de parfum,Ambrée,2016,Olivier Cresp,Inconnu,"La voie des parfums gourmands a été lancée par le célèbre Thierry Mugler en 1992 et son parfum Angel qui sentait bon la praline, la pomme d'amour et la barbe à papa.",Bergamote;Orange;Citron,Jasmin;Feuille de violette;Muguet;Note aqueuse;Frangipanier,Benjoin;Bois ambrés;Vanille;Cuir;Caramel
CK One Reflections,https://www.olfastory.com/parfum/ck-one-reflections,Calvin Klein,Eau de toilette,2023,Mixte,Hespéridée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/ck-one-reflection-calvin-klein.jpg?itok=KLwF44mQ,Eau de toilette,Aromatique,2023,Alexandra Carlin;Laprade Christelle,Inconnu,"Calvin Klein a toujours eu un œil critique sur la société et un esprit très créatif. Ainsi, l'enseigne portant son nom reflète, depuis toujours, un esprit très avant-gardiste. C'est donc dans ce contexte qu'est né le tout premier CK One de Calvin Klein, en 1994. Destiné tout autant aux hommes qu'aux femmes, il ne manqua pas de marquer l'histoire de la parfumerie de son empreinte. En 2023, près de 30 ans après sa sortie, CK One continue de faire parler de lui. Il se décline dans une autre version : CK One Reflections.",Citron;Gingembre,Thé,Musc;Notes Boisées
Écrin de Fumée,https://www.olfastory.com/parfum/ecrin-de-fumee,Serge Lutens,Eau de parfum,2023,Mixte,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/lutens-ecrin-de-fumee.jpg?itok=up9sIEAV,Eau de parfum,Epicée,2023,Inconnu,Inconnu,"La maison de création Serges Lutens se destine plutôt à une clientèle initiée, aimant la parfumerie fine. En effet, chacun des nouveaux jus de l'enseigne est toujours très attendu des fins connaisseurs de parfums, qui ne demandent alors qu'à en percer le mystère. En effet, Serges Lutens est un créateur atypique et énigmatique, qui ne se contente que de très peu de mots pour accompagner ses nouvelles essences mixtes. Une fois encore, celui-ci nous entraîne dans le tourbillon d'une nouvelle fragrance, sortie en 2023. Décryptage d’Écrin de Fumée de Serges Lutens.",Cacao;Tabac,Notes fumées,Rhum;Notes Boisées
L'Eau Rêvée d'Alma,https://www.olfastory.com/parfum/leau-revee-dalma,Sisley,Eau de toilette,2023,Mixte,Aromatique,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/eau-revee-alma.jpg?itok=qmdEtYZ-,Eau de toilette,Aromatique,2023,Inconnu,Inconnu,"La parfumerie est un art qui a le don de nous faire voyager, tant dans l'espace que dans le temps. En effet, les sillages enveloppants nous amènent à découvrir d'autres territoires, tout en évoquant parfois des souvenirs. C'est donc précisément ce mélange que l'on retrouve dans les Eaux Rêvées de Sisley. Cette collection olfactive nous plonge dans l'intimité de la famille d’Ornano, fondatrice de Sisley. C'est de cette ligne de parfums qu'est notamment issue L'Eau Rêvée d'Alma.",Basilic;Bergamote;Cardamome,Iris;Rose;Jasmin;Eau de mer,Patchouli;Vétiver;Cèdre
